,id,listing_url,scrape_id,last_scraped,source,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month
299,1015385216942267174,https://www.airbnb.com/rooms/1015385216942267174,20241105062440,2024-11-05,city scrape,纽约州首府的温馨小屋,"Walk 3 minutes to New Scotland Ave on your left, there are cafes, banks, convenience supermarkets, wineries within 5-10 minutes.",https://a0.muscache.com/pictures/miso/Hosting-1015385216942267174/original/a6bb50af-8230-4d98-b299-2e479e8d24ff.jpeg,182509542,https://www.airbnb.com/users/show/182509542,Yan,2018-04-04,United States,"I am a writer and anchor. Love music, nature,  travel, photography and cats. 我是一位电台主播，基督徒作家。热爱音乐､自然､摄影､旅行。
最喜欢的旅行目的地2018非耶路撒冷莫属，不过2022爱上了土耳其。我会是非常安静和干净的房客。旅游的风格比较简单随意。",a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/b9d68939-18a7-456b-9639-590c0f20514b.jpg?aki_policy=profile_x_medium,New Scotland,1,2,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,42.6558992,-73.7965699,Private room in villa,Private room,2,0.5,Half-bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Washer"", ""Lock on bedroom door"", ""Smoke alarm"", ""Free parking on premises"", ""Exterior security cameras on property""]",$24.00,1,365,within data,t,78,0,4.9,4.9,5.0,4.8,f,2.2
300,1016050146219474145,https://www.airbnb.com/rooms/1016050146219474145,20241105062440,2024-11-05,city scrape,Heart of Albany - Downtown Near Everything,Prime Real Estate in the Center of Albany Downtown. Plenty of Attractions within walking distance.,https://a0.muscache.com/pictures/miso/Hosting-48407173/original/7a6a8d11-e1c7-4835-bfa1-be8c29475cf4.jpeg,42708277,https://www.airbnb.com/users/show/42708277,Rodney,2015-08-27,"New York, NY","I'm a Native New Yorker and I spent several years in Upstate New York while attending college and moving to Albany shortly after for work. My passion is Hospitality and I Absolutely love being an Airbnb host. My properties are designed for maximum comfort and to ensure you have everything you need during your stay. If you have any questions, I am only a message away. ",within an hour,100%,98%,f,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_x_medium,Southeast Raleigh,7,9,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65539,-73.76416,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Stove"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Mini fridge"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Clothing storage"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Ethernet connection"", ""Air conditioning"", ""Smart lock"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Baking sheet"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Wine glasses"", ""TV""]",$95.00,1,365,within data,t,65,25,4.68,4.56,4.84,4.64,t,2.04
301,1018299533220989494,https://www.airbnb.com/rooms/1018299533220989494,20241105062440,2024-11-05,city scrape,Comfy Room in Spacious Historic Manor Retreat,nice,https://a0.muscache.com/pictures/fb78a5c6-79d9-42c4-97fc-97c6321b11d4.jpg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,14,23,['phone'],t,t,Neighborhood highlights,THIRTEENTH WARD,42.66996,-73.79816,Private room in home,Private room,2,3.0,3 baths,1.0,1.0,"[""Hangers"", ""Stove"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Shared hot tub - available all year, open 24 hours"", ""BBQ grill"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Outdoor dining area"", ""Self check-in"", ""Board games"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Dryer"", ""Freezer"", ""Washer"", ""Clothing storage"", ""Fire extinguisher"", ""Dining table"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Air conditioning"", ""Lock on bedroom door"", ""Free street parking"", ""Backyard"", ""Carbon monoxide alarm"", ""Noise decibel monitors on property"", ""Wifi"", ""Kitchen"", ""Fire pit"", ""Blender"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""TV""]",$68.00,1,365,within data,t,243,65,4.92,4.89,4.95,4.91,f,5.42
302,1018972187574908115,https://www.airbnb.com/rooms/1018972187574908115,20241105062440,2024-11-05,city scrape,1 Comfy Bedroom Across the Park,nice,https://a0.muscache.com/pictures/miso/Hosting-1018972187574908115/original/6e257a37-dfdf-4ec4-88d8-f48f5c5289df.png,37769478,https://www.airbnb.com/users/show/37769478,Erion,2015-07-07,"Albany, NY",Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_x_medium,Pine Hills,14,14,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.6535,-73.77046,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Self check-in"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Fire extinguisher"", ""Air conditioning"", ""Hair dryer"", ""Heating"", ""Smoke alarm"", ""Smart lock"", ""Carbon monoxide alarm"", ""Iron"", ""First aid kit"", ""TV""]",$69.00,1,1125,within data,t,361,50,4.76,4.56,4.96,4.9,f,4.25
303,1020518500251473070,https://www.airbnb.com/rooms/1020518500251473070,20241105062440,2024-11-05,city scrape,Downtown Studio,nice,https://a0.muscache.com/pictures/hosting/Hosting-1020518500251473070/original/406ed069-57c6-420b-90fa-c455e57c3913.jpeg,233515764,https://www.airbnb.com/users/show/233515764,Etem,2018-12-31,"Colonie, NY",Hi. This is Etem. I am also host and trying to enjoy my life.,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,Downtown,4,4,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,42.64714,-73.75466,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Hangers"", ""Conditioner conditioner"", ""Coffee"", ""Bodysoap body soap"", ""City skyline view"", ""Hair dryer"", ""Bed linens"", ""Self check-in"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Freezer"", ""Window AC unit"", ""Central heating"", ""Dining table"", ""Free parking on premises"", ""Paid parking on premises"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Hot water"", ""Refrigerator refrigerator"", ""Cooking basics"", ""Bathtub"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Wifi"", ""Kitchen"", ""Shampoo shampoo"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Electric stove"", ""Wine glasses"", ""Single oven"", ""TV""]",$77.00,1,14,within data,t,77,94,4.67,4.83,4.84,3.79,f,8.42
304,1020993107237604444,https://www.airbnb.com/rooms/1020993107237604444,20241105062440,2024-11-05,city scrape,*Beautiful* Spacious Prime DT 1 Bedroom Apt w GYM,"This building is one of the newest and most modern developments in downtown Albany. You are right in the heart of the city and many of the downtown Albany hot spots are within walking distance.<br /><br />The famous Lark Street is just down the road with a lot of different food, bars and shops to choose from! <br /><br />The following restaurants are all within 10 minutes walk<br />- Herbie’s Burgers<br />- Noho Pizza<br />- Jewel of India<br />- The Loft @205<br />- Rosanna’s<br />- Rain Chinese<br /><br />Other nearby attractions:<br />- Washington Avenue Armory  (7 minutes walk)<br />- Albany Institute of History and Art  (8 minutes Walk)<br />- State Capitol  (3 minutes drive / 16 minute walk)<br />- Palace Theatre  (4 minutes drive / 19 minute walk)<br />- MVP Arena  (4 minutes drive / 20 minute walk)",https://a0.muscache.com/pictures/miso/Hosting-1020993107237604444/original/f51837fc-f946-4379-9b0d-3c701f342415.jpeg,47625981,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,97%,99%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,17,18,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,42.6586,-73.76421,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Stove"", ""Cleaning available during stay"", ""Heating - split type ductless system"", ""Coffee"", ""Hair dryer"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Washer"", ""Pets allowed"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$120.00,1,365,within data,t,268,13,4.62,4.54,4.69,3.92,t,1.13
305,1021011347006185640,https://www.airbnb.com/rooms/1021011347006185640,20241105062440,2024-11-05,city scrape,*Spacious* Modern 1 Bedroom RARE Apt w GYM,"This building is one of the newest and most modern developments in downtown Albany. You are right in the heart of the city and many of the downtown Albany hot spots are within walking distance.<br /><br />The famous Lark Street is just down the road with a lot of different food, bars and shops to choose from! <br /><br />The following restaurants are all within 10 minutes walk<br />- Herbie’s Burgers<br />- Noho Pizza<br />- Jewel of India<br />- The Loft @205<br />- Rosanna’s<br />- Rain Chinese<br /><br />Other nearby attractions:<br />- Washington Avenue Armory  (7 minutes walk)<br />- Albany Institute of History and Art  (8 minutes Walk)<br />- State Capitol  (3 minutes drive / 16 minute walk)<br />- Palace Theatre  (4 minutes drive / 19 minute walk)<br />- MVP Arena  (4 minutes drive / 20 minute walk)",https://a0.muscache.com/pictures/miso/Hosting-1021011347006185640/original/4871d1f2-e03e-4d1d-bf06-6a26e269f5a0.jpeg,47625981,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,97%,99%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,17,18,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,42.65971,-73.76382,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Hangers"", ""Stove"", ""Cleaning available during stay"", ""Heating - split type ductless system"", ""Shower gel"", ""Coffee"", ""Single level home"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Freezer"", ""Washer"", ""Pets allowed"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Hockey rink"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Air conditioning"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$119.00,1,365,within data,t,269,24,4.58,4.88,4.75,4.0,t,2.12
306,1023053182224590019,https://www.airbnb.com/rooms/1023053182224590019,20241105062440,2024-11-05,city scrape,Great home in Albany,"A quiet residential street, just a few blocks from everything.",https://a0.muscache.com/pictures/miso/Hosting-1023053182224590019/original/16119c7c-32d9-47f7-98b4-a5049bee7002.jpeg,496990578,https://www.airbnb.com/users/show/496990578,Brian,2023-01-19,"Albany, NY","My wife and I were bitten by the travel bug some time ago.  We've been enjoying Airbnb throughout the US, and abroad.  We've seen some great spaces and are excited to share what we've learned, with one of our own.  We hope you'll feel at home here, and know that we are close by and able to help with making your stay as great as possible.",within an hour,90%,98%,t,https://a0.muscache.com/im/pictures/user/User-496990578/original/a8bd9632-395f-4d99-a42b-a5252c6b314b.jpeg?aki_policy=profile_x_medium,Beverwyck,1,1,['phone'],t,f,Neighborhood highlights,ELEVENTH WARD,42.66838,-73.77868,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Ceiling fan"", ""Hangers"", ""Stove"", ""Coffee"", ""Washer \u2013\u00a0In building"", ""Hair dryer"", ""Keypad"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Fire extinguisher"", ""50 inch HDTV"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Sound system"", ""Radiant heating"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Baking sheet"", ""Private entrance"", ""Wifi"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Free parking on premises \u2013 4 spaces"", ""Long term stays allowed"", ""Wine glasses""]",$113.00,2,1125,within data,t,64,58,4.83,4.83,4.95,4.22,f,5.13
307,1034722814589239236,https://www.airbnb.com/rooms/1034722814589239236,20241105062440,2024-11-05,city scrape,"*Huge, bright, private 2Bedroom*",nice,https://a0.muscache.com/pictures/miso/Hosting-1034722814589239236/original/b992183d-e8bb-423f-bea4-5b039ab79cc5.jpeg,130404008,https://www.airbnb.com/users/show/130404008,Michael,2017-05-15,"New York, NY","I'm an avid traveller with a passion for design.  When we travel, my family and I love the experience of sharing people's homes in each community we visit.  ",within an hour,100%,91%,t,https://a0.muscache.com/im/pictures/user/37b5bac0-cd26-4c78-8e30-2775167316bd.jpg?aki_policy=profile_x_medium,North Fork,3,3,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,42.65711,-73.75133,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""55 inch HDTV"", ""Ceiling fan"", ""Hangers"", ""Stove"", ""Cleaning available during stay"", ""Coffee"", ""Hair dryer"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Iron"", ""Bed linens"", ""First aid kit"", ""Dishwasher"", ""Dishes and silverware"", ""Private patio or balcony"", ""Freezer"", ""Pets allowed"", ""Central heating"", ""Fire extinguisher"", ""Dining table"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Bathtub"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Outdoor furniture"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Baking sheet"", ""Paid washer \u2013 In building"", ""River view"", ""Wifi"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Dedicated workspace"", ""Smoke alarm"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine""]",$91.00,14,365,within data,t,33,2,4.5,4.0,5.0,5.0,f,0.61
308,1040624808363695229,https://www.airbnb.com/rooms/1040624808363695229,20241105062440,2024-11-05,city scrape,Safe - Sweet -Serene - Long Term,nice,https://a0.muscache.com/pictures/miso/Hosting-1020613083548208532/original/c2712377-9f12-45ce-bfa0-65d991b10922.jpeg,42708277,https://www.airbnb.com/users/show/42708277,Rodney,2015-08-27,"New York, NY","I'm a Native New Yorker and I spent several years in Upstate New York while attending college and moving to Albany shortly after for work. My passion is Hospitality and I Absolutely love being an Airbnb host. My properties are designed for maximum comfort and to ensure you have everything you need during your stay. If you have any questions, I am only a message away. ",within an hour,100%,98%,f,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_x_medium,Southeast Raleigh,7,9,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,42.65447,-73.76078,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Hangers"", ""Stove"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Body soap"", ""Dryer"", ""Freezer"", ""Washer"", ""Clothing storage"", ""Mosquito net"", ""Essentials"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Elevator"", ""Oven"", ""Bathtub"", ""Drying rack for clothing"", ""Air conditioning"", ""Smart lock"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Baking sheet"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""TV""]",$95.00,1,365,within data,t,128,33,4.85,4.58,4.88,4.88,f,3.19
309,1041185569146627476,https://www.airbnb.com/rooms/1041185569146627476,20241105062440,2024-11-05,city scrape,"Great Value for Groups!  5 Beds!  W/D, & Driveway!",nice,https://a0.muscache.com/pictures/miso/Hosting-923172203280965740/original/544290a6-0ece-4851-a0ab-969c4789e18a.jpeg,65282034,https://www.airbnb.com/users/show/65282034,Diana,2016-03-31,"New York, NY",We will do everything we can to make sure you love your stay!,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User/original/e7726870-18e0-4651-8ab8-8116b38c34f7.jpeg?aki_policy=profile_x_medium,North Side,33,40,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,42.66107,-73.78973,Entire home,Entire home/apt,10,1.5,1.5 baths,4.0,5.0,"[""Hangers"", ""Stove"", ""Cleaning available during stay"", ""Shower gel"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Conditioner"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Self check-in"", ""Dishes and silverware"", ""Body soap"", ""Freezer"", ""Washer"", ""Clothing storage"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""Cleaning products"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Coffee maker: pour-over coffee"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Long term stays allowed"", ""Wine glasses"", ""TV""]",$127.00,2,365,within data,t,55,31,4.65,4.58,4.97,4.94,f,2.84
310,1043565517982254841,https://www.airbnb.com/rooms/1043565517982254841,20241105062440,2024-11-05,city scrape,2 bed room Apartment,nice,https://a0.muscache.com/pictures/e0129356-7072-49fb-85e2-5c0c6172bfdb.jpg,212885959,https://www.airbnb.com/users/show/212885959,Osas,2018-08-31,"New York, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,South End-Groesbeckville Historic District,1,2,"['email', 'phone']",f,t,Neighborhood highlights,SECOND WARD,42.63976,-73.75705,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Hangers"", ""Long term stays allowed"", ""Heating"", ""Iron"", ""Exterior security cameras on property"", ""Bed linens"", ""First aid kit"", ""Dishes and silverware"", ""Body soap"", ""Pets allowed"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Hot water kettle"", ""Refrigerator"", ""Hot water"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Oven"", ""Bathtub"", ""Ethernet connection"", ""Air conditioning"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Electric stove"", ""Wine glasses"", ""TV""]",$110.00,1,1125,within data,t,254,17,4.35,4.53,4.94,4.0,t,1.9
311,1046458066266475264,https://www.airbnb.com/rooms/1046458066266475264,20241105062440,2024-11-05,city scrape,Spacious & Comfortable Bedroom,"Welcome to Pine Hills, one of Albany's most vibrant and eclectic neighborhoods. Known for its tree-lined streets, diverse community, and lively atmosphere, Pine Hills offers something for everyone.<br /><br />Key Attractions:<br /><br />Crossgates Mall: Located on the 12 bus line, Crossgates Mall is the place to go for all of your shopping and entertainment needs.<br /><br />UAlbany: The University at Albany's campus is nearby, offering beautiful grounds to explore and a calendar full of cultural and academic events.<br /><br />Albany Public Library: Conveniently close, this local library is a great spot for reading, research, and community activities.<br /><br />Dining & Entertainment: Pine Hills boasts a wide array of restaurants, cafes, and bars. From cozy coffee shops to diverse dining options, you'll find plenty of places to enjoy a meal or a night out.<br /><br />Convenient Transit: With several bus lines running through the neighborhood, getting around Albany is a breeze.<br />W",https://a0.muscache.com/pictures/hosting/Hosting-1046458066266475264/original/7bccf5d7-45f0-4ea6-9bc3-bc6ae36d55dc.jpeg,192312997,https://www.airbnb.com/users/show/192312997,Natasha,2018-05-29,"Albany, NY","I’m an outgoing animal lover who loves to try new things and meet new people. I’ve lived in Albany, NY since 2012. I was born and raised in the Bronx. My hobbies include dancing, shopping, live theater and traveling.",within an hour,100%,70%,t,https://a0.muscache.com/im/pictures/user/a65c3eb0-25b3-4c21-bd7a-84119f774714.jpg?aki_policy=profile_x_medium,Beverwyck,1,1,"['email', 'phone']",t,t,Neighborhood highlights,ELEVENTH WARD,42.67169,-73.78828,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Hangers"", ""Cleaning available during stay"", ""Shower gel"", ""Hair dryer"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Exterior security cameras on property"", ""Conditioner"", ""First aid kit"", ""Self check-in"", ""Clothing storage: closet"", ""Body soap"", ""Fire extinguisher"", ""Essentials"", ""Cleaning products"", ""Hot water"", ""Bathtub"", ""Air conditioning"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Laundromat nearby"", ""Wifi"", ""Smoke alarm"", ""Shampoo"", ""Portable heater"", ""Long term stays allowed"", ""TV""]",$85.00,1,1125,within data,t,213,7,5.0,5.0,5.0,4.71,t,1.34
312,1051544181986274174,https://www.airbnb.com/rooms/1051544181986274174,20241105062440,2024-11-05,city scrape,Renovated Cozy 1920’s Apartment,nice,https://a0.muscache.com/pictures/hosting/Hosting-1051544181986274174/original/a5e830ff-99fd-4d5d-8bd2-029afe6a0954.jpeg,31994990,https://www.airbnb.com/users/show/31994990,G.G.,2015-04-26,"Tampa, FL","Welcome! My name is GG and I am delighted to host people from different destinations and backgrounds!
In addition to attentive hosting, I can also provide some good recommendations of food and entertainment for your stay!",within a few hours,100%,54%,f,https://a0.muscache.com/im/pictures/user/9126da7d-e076-43f5-b0a1-e96012f81610.jpg?aki_policy=profile_x_medium,Ybor City,3,3,"['email', 'phone']",t,t,Neighborhood highlights,SEVENTH WARD,42.64478,-73.7764,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Pets allowed"", ""Air conditioning"", ""Smoke alarm"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Exterior security cameras on property"", ""TV""]",$53.00,28,90,within data,t,213,1,5.0,5.0,5.0,5.0,f,0.81
313,1052381112116173923,https://www.airbnb.com/rooms/1052381112116173923,20241105062440,2024-11-05,city scrape,Charming Bungalow in Albany!,nice,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA1MjM4MTExMjExNjE3MzkyMw%3D%3D/original/21fad5ba-002a-4b38-ae70-a7a789056c5b.jpeg,52464523,https://www.airbnb.com/users/show/52464523,Dashima,2015-12-27,"New York, NY",Hi! I'm a person who loves to travel and enjoys spending time learning about other cultures..,within a few hours,100%,72%,f,https://a0.muscache.com/im/pictures/user/c9057e82-554d-4dc0-9d9d-13060173da1e.jpg?aki_policy=profile_x_medium,Delaware Avenue,2,2,"['email', 'phone']",t,f,Neighborhood highlights,FIRST WARD,42.64081,-73.77463,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Hangers"", ""Hair dryer"", ""Keypad"", ""Iron"", ""Exterior security cameras on property"", ""First aid kit"", ""Self check-in"", ""Dryer"", ""Washer"", ""Pets allowed"", ""Fire extinguisher"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Long term stays allowed"", ""TV""]",$120.00,30,365,within data,t,61,5,5.0,5.0,5.0,5.0,f,0.49
